Claims_Amount,Claims_Count,Purchase_Date,Purchase_Price,Sale_Flag,Period_of_Cover,Premium,Plan_Flag,Age,Price_Diff,Cover_Start_Date,Plan_Count,PriceTest,Account,Category
0.0,0,2021-10-10,289.0,0,12,72.0,0,18.0,0.2820512820512821,2021-10-28,0,1,14,21
0.0,0,2021-11-29 00:00:00,180.0,0,12,22.08,0,0.0,-0.2784313725490197,2021-11-29 00:00:00,0,1,2,15
54.17,1,2021-11-01,420.0,0,12,28.2,1,7.0,-0.2857142857142857,2021-11-08,1,1,15,1
0.0,0,2021-05-03,599.0,0,12,50.28,0,92.0,0.1606648199445983,2021-10-29,0,1,2,9
0.0,0,2021-10-18,250.8,0,12,47.52,0,52.0,-0.1715481171548116,2021-12-09,0,1,29,21
145.0,1,2021-11-09,229.0,0,12,37.92,0,1.0,-0.03951367781155,2021-11-10,0,1,2,3
0.0,0,2021-11-08 00:00:00,275.61,0,12,58.44,0,32.0,-0.0450980392156863,2021-12-10 00:00:00,0,1,2,21
0.0,0,2021-10-29,300.0,0,12,38.16,0,1.0,-0.1908396946564885,2021-10-30,0,1,2,4
0.0,0,2021-11-18,650.0,0,12,41.64,0,6.0,0.0175953079178885,2021-11-24,0,1,22,3
0.0,0,2021-10-28 00:00:00,202.0,0,12,43.8,0,5.0,0.2717770034843205,2021-11-02 00:00:00,0,1,14,8
0.0,0,2021-08-31,300.0,0,12,44.88,0,77.0,0.1367781155015199,2021-11-16,0,1,15,15
0.0,0,2021-10-30,300.0,0,12,27.48,0,27.0,-0.0803212851405622,2021-11-26,0,1,8,8
0.0,0,2021-11-05 00:00:00,300.0,0,12,30.96,0,28.0,0.0117647058823529,2021-12-03 00:00:00,0,1,22,12
0.0,0,2021-08-29,133.51,0,12,33.36,0,48.0,-0.063973063973064,2021-10-16,0,1,1,2
0.0,0,2021-12-09 00:00:00,349.99,1,12,41.64,0,5.0,-0.038781163434903,2021-12-14 00:00:00,0,1,14,3
0.0,0,2021-03-24,599.0,0,12,41.16,0,245.0,-0.0227920227920228,2021-11-24,0,1,2,9
0.0,0,2021-06-25,300.0,0,12,48.36,0,171.0,-0.151578947368421,2021-12-13,0,1,8,9
0.0,0,2021-09-27,326.87,0,12,51.84,0,44.0,0.0164705882352941,2021-11-10,0,1,4,21
0.0,0,2020-11-30 00:00:00,366.0,1,12,39.96,0,360.0,-0.1305483028720626,2021-11-25 00:00:00,0,1,13,4
0.0,0,2021-08-31,314.99,0,12,42.96,0,83.0,0.122257053291536,2021-11-22,0,1,7,15
0.0,0,2020-10-16,2999.0,0,12,36.6,0,405.0,-0.0438871473354231,2021-11-25,0,1,2,8
0.0,0,2021-09-12,499.0,0,12,77.64,0,35.0,0.2161654135338345,2021-10-21,0,1,13,21
158.55,1,2021-10-31,129.0,0,12,37.44,1,21.0,-0.1111111111111111,2021-11-21,1,1,29,2
0.0,0,2021-12-08,379.0,0,12,34.92,0,3.0,0.0069204152249135,2021-12-11,0,1,8,2
0.0,0,2021-10-01,219.0,0,12,28.68,0,14.0,-0.2507836990595612,2021-10-15,0,1,13,15
0.0,0,2021-11-26,439.99,0,12,51.96,0,4.0,0.0188235294117647,2021-11-30,0,1,2,21
586.07,7,2021-11-22,229.99,0,12,38.64,1,0.0,0.1624548736462093,2021-11-22,1,1,2,7
0.0,0,2021-12-09,300.0,0,12,41.64,0,4.0,-0.2585470085470085,2021-12-13,0,1,15,21
0.0,0,2021-10-31,329.0,0,12,36.72,1,39.0,-0.1523545706371191,2021-12-09,1,1,4,4
0.0,0,2021-11-16 00:00:00,300.0,0,12,64.2,0,12.0,0.2891566265060242,2021-11-28 00:00:00,0,1,29,15
0.0,0,2021-11-11,345.96,0,12,49.8,0,4.0,-0.17,2021-11-15,0,1,14,21
0.0,0,2021-10-30,299.0,0,12,44.88,0,2.0,-0.0922330097087377,2021-11-01,0,1,19,18
0.0,0,2021-10-03 00:00:00,300.0,1,12,25.92,0,16.0,-0.2727272727272727,2021-10-19 00:00:00,0,1,29,12
0.0,0,2021-11-01 00:00:00,350.0,1,12,38.52,1,16.0,-0.0854700854700853,2021-11-17 00:00:00,1,1,2,9
0.0,0,2021-11-18 00:00:00,329.0,0,12,56.16,0,0.0,-0.064,2021-11-18 00:00:00,0,1,14,21
0.0,0,2021-10-09,200.0,0,12,42.0,0,2.0,0.0971786833855799,2021-10-11,0,1,4,3
0.0,0,2021-11-15,229.0,0,12,49.32,1,1.0,0.170940170940171,2021-11-16,1,1,13,15
0.0,0,2021-12-03,329.0,0,12,38.76,0,0.0,-0.0182370820668692,2021-12-03,0,1,15,1
0.0,0,2021-11-12 00:00:00,600.0,0,12,54.48,0,0.0,0.2576177285318559,2021-11-12 00:00:00,0,1,28,3
138.0,1,2021-11-09 00:00:00,460.0,0,12,32.04,0,14.0,-0.188449848024316,2021-11-23 00:00:00,0,1,14,15
0.0,0,2021-10-20,200.0,0,12,74.28,0,0.0,0.2632653061224491,2021-10-20,0,1,0,21
0.0,0,2021-10-10,225.0,0,12,30.0,0,1.0,-0.2163009404388715,2021-10-11,0,1,2,9
0.0,0,2021-11-03,200.0,0,12,33.24,0,0.0,-0.0348432055749127,2021-11-02,0,1,14,8
0.0,0,2021-10-05 00:00:00,304.0,1,12,52.2,0,14.0,0.0507246376811594,2021-10-19 00:00:00,0,1,16,21
0.0,0,2021-10-29 00:00:00,497.07,0,12,32.28,1,21.0,-0.1823708206686928,2021-11-19 00:00:00,2,1,14,1
0.0,0,2021-12-09,329.0,1,12,40.08,0,4.0,-0.2863247863247863,2021-12-13,0,1,13,21
0.0,0,2021-09-22 00:00:00,646.71,1,12,41.16,0,27.0,0.0425531914893617,2021-10-19 00:00:00,0,1,29,14
0.0,0,2021-11-01,250.12,0,12,34.8,0,1.0,-0.1185410334346504,2021-11-02,0,1,2,3
188.36,2,2021-03-25 00:00:00,200.0,1,12,51.12,1,245.0,0.0544554455445544,2021-11-25 00:00:00,1,1,7,9
0.0,0,2021-10-05,250.0,0,12,46.56,0,3.0,0.1793313069908816,2021-10-08,0,1,2,4
1197.49,7,2021-12-07,339.0,0,12,50.52,1,0.0,0.0992167101827676,2021-12-07,4,1,13,4
0.0,0,2021-12-02,325.0,0,12,35.28,0,4.0,-0.185595567867036,2021-12-06,0,1,14,3
0.0,0,2021-10-27,260.0,0,12,53.64,0,41.0,0.2382271468144045,2021-12-07,0,1,8,10
0.0,0,2021-07-18,360.0,0,12,76.92,0,92.0,0.282,2021-10-18,0,1,14,21
0.0,0,2021-10-23 00:00:00,230.0,0,12,57.36,0,0.0,0.248041775456919,2021-10-23 00:00:00,0,1,15,4
481.65,3,2021-11-15 00:00:00,329.99,1,12,43.92,1,1.0,0.2323232323232323,2021-11-16 00:00:00,3,1,29,15
0.0,0,2021-12-13 00:00:00,120.0,0,12,21.84,0,0.0,-0.116504854368932,2021-12-13 00:00:00,0,1,6,8
0.0,0,2021-07-14 00:00:00,500.0,1,12,45.0,0,141.0,0.1755485893416927,2021-12-02 00:00:00,0,1,5,15
363.0,4,2021-11-30 00:00:00,379.0,0,12,30.84,0,3.0,-0.1375838926174496,2021-12-06 00:00:00,0,1,28,8
0.0,0,2020-03-13,300.0,0,12,42.48,0,586.0,0.1919191919191918,2021-10-20,0,1,20,8
0.0,0,2020-02-05 00:00:00,450.0,0,12,56.52,0,669.0,-0.0691699604743082,2021-12-05 00:00:00,0,1,8,21
0.0,0,2021-11-03,200.0,0,12,51.36,0,0.0,-0.144,2021-11-04,0,1,14,21
255.09,3,2019-11-22 00:00:00,300.0,0,12,54.84,1,748.0,0.2659279778393352,2021-12-09 00:00:00,1,1,0,9
0.0,0,2020-11-26,1500.0,0,12,69.24,0,334.0,0.0052264808362369,2021-10-26,0,1,19,9
238.03,3,2021-12-06,646.77,1,12,61.08,1,7.0,-0.1763754045307443,2021-12-13,6,1,24,18
0.0,0,2021-11-08,213.0,0,12,50.64,0,14.0,0.2826747720364743,2021-11-22,0,1,2,3
0.0,0,2021-09-12,419.0,0,12,41.76,0,59.0,0.2041522491349481,2021-11-10,0,1,8,12
0.0,0,2020-08-27 00:00:00,299.99,1,12,42.6,0,407.0,0.0790273556231004,2021-10-08 00:00:00,0,1,14,15
0.0,0,2020-11-01,300.0,0,12,102.72,0,406.0,0.2005610098176717,2021-12-12,0,1,14,20
0.0,0,2021-10-07,531.27,0,12,47.76,0,7.0,-0.1096196868008949,2021-10-14,0,1,29,15
0.0,0,2021-11-03,300.0,0,12,50.4,0,14.0,0.2389380530973451,2021-11-17,0,1,8,3
0.0,0,2021-11-02 00:00:00,300.0,0,12,64.68,0,2.0,0.1517094017094019,2021-11-04 00:00:00,0,1,14,21
0.0,0,2021-09-22 00:00:00,250.0,0,12,56.4,0,43.0,0.2271540469973889,2021-11-04 00:00:00,0,1,7,4
0.0,0,2021-12-07,149.99,0,12,36.6,0,0.0,0.1821705426356589,2021-12-07,0,1,6,7
0.0,0,2021-11-05 00:00:00,370.09,0,12,55.8,0,4.0,0.0941176470588234,2021-11-09 00:00:00,0,1,2,21
0.0,0,2021-11-14,300.0,0,12,35.4,0,30.0,-0.0453074433656957,2021-12-14,0,1,22,14
0.0,0,2021-10-01 00:00:00,438.9,0,12,43.8,0,25.0,0.1094224924012158,2021-10-26 00:00:00,0,1,0,15
0.0,0,2021-07-15,439.99,1,12,32.04,0,90.0,-0.260387811634349,2021-10-13,0,1,0,3
85.03,1,2019-12-09,450.0,0,12,66.48,1,732.0,0.2393736017897093,2021-12-10,1,1,19,21
0.0,0,2021-11-26 00:00:00,300.0,1,12,21.84,0,5.0,-0.2571428571428571,2021-12-01 00:00:00,0,1,29,14
82.13,1,2021-11-23 00:00:00,296.0,0,12,54.12,0,0.0,-0.0363247863247863,2021-11-23 00:00:00,0,1,15,21
0.0,0,2021-11-12 00:00:00,219.0,0,12,60.36,0,6.0,0.1536697247706422,2021-11-18 00:00:00,0,1,2,21
772.85,11,2020-09-09,300.0,1,12,38.88,1,456.0,-0.2135922330097086,2021-12-09,6,1,19,18
0.0,0,2021-12-07,307.69,0,12,45.96,0,0.0,0.1641337386018238,2021-12-07,0,1,15,15
0.0,0,2020-10-28 00:00:00,499.0,1,12,40.56,0,365.0,-0.1174934725848563,2021-10-28 00:00:00,0,1,13,4
0.0,0,2021-10-26,320.0,0,12,42.12,0,14.0,-0.0835509138381201,2021-11-09,0,1,13,4
0.0,0,2021-10-25 00:00:00,249.0,0,12,56.64,1,0.0,0.1456310679611651,2021-10-25 00:00:00,1,1,19,18
0.0,0,2021-10-20 00:00:00,500.0,0,12,54.6,0,7.0,-0.1447368421052632,2021-10-27 00:00:00,0,1,13,21
0.0,0,2021-10-22 00:00:00,300.0,1,12,39.48,0,3.0,0.0,2021-10-25 00:00:00,0,1,14,15
0.0,0,2021-10-27,381.59,0,12,49.32,0,0.0,0.0173267326732673,2021-10-27,0,1,11,9
0.0,0,2021-10-08 00:00:00,239.99,1,12,47.88,0,52.0,-0.2938053097345132,2021-11-29 00:00:00,0,1,6,21
380.19,4,2021-10-18,229.0,0,12,30.0,1,0.0,-0.0196078431372549,2021-10-18,3,1,22,12
0.0,0,2021-11-09,249.99,0,12,41.64,0,6.0,-0.0939947780678851,2021-11-15,0,1,13,4
0.0,0,2021-10-04,199.0,0,12,47.16,0,28.0,0.0886426592797783,2021-11-01,0,1,22,16
0.0,0,2021-11-01,500.0,0,12,42.6,0,8.0,0.1128526645768025,2021-11-09,0,1,22,1
0.0,0,2021-09-21,350.0,0,12,52.44,0,18.0,0.245014245014245,2021-10-19,0,1,2,9
0.0,0,2021-11-08,549.0,0,12,77.28,0,5.0,0.0420711974110033,2021-11-13,0,1,24,18
722.65,3,2021-11-01,500.0,0,12,66.84,1,5.0,0.2460850111856824,2021-11-09,2,1,19,21
485.88,5,2021-11-29,500.0,1,12,55.32,0,5.0,0.2770083102493075,2021-12-04,0,1,2,9
85.03,1,2021-11-09 00:00:00,449.0,0,12,60.0,1,34.0,-0.0601503759398496,2021-12-13 00:00:00,2,1,29,21
0.0,0,2021-11-04,399.99,0,12,45.6,0,0.0,-0.0594059405940593,2021-11-04,0,1,14,9
0.0,0,2021-11-25,265.0,0,12,36.84,0,0.0,-0.0064724919093849,2021-11-25,0,1,14,7
176.03,3,2021-12-04 00:00:00,200.0,0,12,57.72,0,0.0,0.2239185750636133,2021-12-03 00:00:00,0,1,14,4
0.0,0,2021-11-14 00:00:00,170.0,0,12,31.2,0,1.0,-0.2097264437689969,2021-11-15 00:00:00,0,1,10,6
0.0,0,2021-09-30,379.99,0,12,36.48,0,13.0,-0.1578947368421053,2021-10-13,0,1,29,3
0.0,0,2021-11-22,200.0,0,12,41.76,0,0.0,-0.1386138613861386,2021-11-13,0,1,14,9
0.0,0,2021-10-21 00:00:00,229.99,0,12,32.52,1,0.0,-0.0216606498194945,2021-10-21 00:00:00,3,1,2,7
0.0,0,2021-10-21,500.0,0,12,36.36,0,7.0,-0.0790273556231002,2021-10-28,0,1,0,15
0.0,0,2021-11-04 00:00:00,399.0,0,12,44.04,0,1.0,-0.1582568807339449,2021-11-05 00:00:00,0,1,14,21
0.0,0,2021-11-25,508.0,0,12,45.96,0,12.0,0.0609418282548476,2021-12-07,0,1,29,9
0.0,0,2021-11-04 00:00:00,450.0,1,12,43.68,0,34.0,0.0083102493074792,2021-12-08 00:00:00,0,1,2,1
0.0,0,2021-10-23,300.0,0,12,38.28,0,9.0,0.074074074074074,2021-11-01,0,1,3,2
0.0,0,2021-08-01,500.0,0,12,25.32,0,110.0,-0.2037735849056604,2021-11-19,0,1,5,7
0.0,0,2021-10-21 00:00:00,279.0,1,12,59.52,0,0.0,0.2950391644908616,2021-10-21 00:00:00,0,1,15,4
0.0,0,2021-10-12,400.0,0,12,42.96,0,14.0,-0.1373493975903613,2021-10-26,0,1,29,3
0.0,0,2021-10-08,200.0,0,12,29.52,0,24.0,-0.2522796352583586,2021-11-01,0,1,15,15
1697.15,4,2019-10-08,900.0,1,12,47.04,1,726.0,-0.216,2021-11-10,1,1,20,21
0.0,0,2021-10-01,300.0,0,12,24.96,0,39.0,-0.2490974729241877,2021-11-09,0,1,15,2
0.0,0,2020-12-29 00:00:00,329.0,0,12,63.84,0,302.0,0.0431372549019607,2021-10-27 00:00:00,0,1,2,21
0.0,0,2021-11-11 00:00:00,345.0,0,12,54.24,0,1.0,0.2877492877492879,2021-11-12 00:00:00,0,1,2,9
0.0,0,2021-11-01,489.0,0,12,24.96,0,25.0,-0.2490974729241877,2021-11-26,0,1,0,14
0.0,0,2021-11-25 00:00:00,416.0,1,12,30.6,0,0.0,-0.2249240121580546,2021-11-25 00:00:00,0,1,14,1
0.0,0,2021-11-04,289.0,0,12,48.48,0,2.0,0.1191135734072021,2021-11-06,0,1,15,9
0.0,0,2021-11-26,1049.0,0,12,39.12,0,11.0,0.1768953068592056,2021-12-07,0,1,0,2
0.0,0,2021-09-20,297.93,0,12,46.08,0,61.0,-0.1794871794871794,2021-11-20,0,1,13,21
54.17,1,2020-03-02,300.0,0,12,38.52,0,587.0,0.0388349514563108,2021-10-13,0,1,22,14
271.75,2,2021-05-07,439.99,1,12,39.96,1,200.0,-0.077562326869806,2021-11-23,1,1,0,3
0.0,0,2021-09-28 00:00:00,400.0,0,12,55.68,0,11.0,-0.072,2021-10-09 00:00:00,0,1,14,21
0.0,0,2021-10-29,300.0,0,12,69.96,0,38.0,0.0756457564575643,2021-12-06,0,1,9,20
0.0,0,2021-10-23,330.0,0,12,71.76,0,0.0,0.103321033210332,2021-10-23,0,1,14,20
109.6,1,2021-06-28,300.0,0,12,35.76,1,145.0,0.1550387596899224,2021-11-20,1,1,8,2
0.0,0,2021-10-21,339.0,0,12,39.72,0,1.0,-0.0569800569800569,2021-10-22,0,1,2,9
54.17,1,2021-10-02,400.0,0,12,51.12,0,11.0,0.0544554455445544,2021-10-13,0,1,15,3
0.0,0,2021-11-06,409.99,0,12,40.8,0,26.0,0.033434650455927,2021-12-02,0,1,14,1
0.0,0,2021-11-13,359.61,0,12,47.28,0,30.0,0.0025445292620866,2021-12-13,0,1,13,3
797.51,5,2021-12-03,200.0,0,12,45.36,1,11.0,-0.0643564356435643,2021-12-14,1,1,14,3
168.39,2,2021-02-15 00:00:00,300.0,1,12,46.44,1,291.0,-0.042079207920792,2021-12-03 00:00:00,1,1,7,9
0.0,0,2021-11-09,460.0,0,12,36.84,0,0.0,-0.0668693009118539,2021-10-30,0,1,14,1
0.0,0,2021-10-23,393.74,0,12,51.96,0,0.0,0.1017811704834606,2021-10-23,0,1,5,21
0.0,0,2021-09-24,299.99,0,12,35.04,0,28.0,0.0541516245487363,2021-10-22,0,1,9,2
0.0,0,2021-10-14,500.0,0,12,67.44,0,0.0,0.2572706935123042,2021-10-14,0,1,29,15
0.0,0,2021-08-08,559.99,0,12,47.28,0,89.0,0.2351097178683385,2021-11-05,0,1,5,15
0.0,0,2021-06-01,403.0,0,12,38.16,0,162.0,-0.2128712871287129,2021-11-10,0,1,14,9
54.17,1,2021-08-04,300.0,0,12,24.24,1,114.0,-0.2707581227436824,2021-11-26,1,1,4,7
0.0,0,2021-12-07,209.74,0,12,69.84,0,2.0,0.2435897435897437,2021-12-09,0,1,15,21
0.0,0,2021-07-02 00:00:00,300.0,0,12,31.08,0,150.0,0.0401606425702811,2021-11-29 00:00:00,0,1,8,12
0.0,0,2021-05-28,199.99,0,12,39.96,0,158.0,0.0776699029126214,2021-11-02,0,1,7,7
0.0,0,2021-12-01 00:00:00,450.0,0,12,44.04,1,2.0,0.1155015197568389,2021-12-03 00:00:00,1,1,10,6
9.28,1,2021-11-16,199.99,1,12,41.88,0,3.0,-0.2542735042735042,2021-11-19,0,1,15,21
0.0,0,2021-10-25,250.0,0,12,39.84,0,7.0,-0.238532110091743,2021-11-01,0,1,2,21
0.0,0,2021-10-05,300.0,0,12,30.24,0,4.0,-0.282051282051282,2021-10-09,0,1,8,4
0.0,0,2021-10-31 00:00:00,300.0,1,12,71.64,0,12.0,0.1014760147601475,2021-11-12 00:00:00,0,1,14,20
0.0,0,2021-11-09,200.0,0,12,24.84,0,6.0,-0.2527075812274369,2021-11-15,0,1,21,17
0.0,0,2021-10-20 00:00:00,722.77,1,12,43.68,0,0.0,0.1063829787234043,2021-10-20 00:00:00,0,1,15,15
0.0,0,2021-11-29,360.0,0,12,86.16,0,0.0,0.1751227495908347,2021-11-29,0,1,6,20
0.0,0,2021-10-14 00:00:00,717.0,1,12,75.72,0,0.0,0.1031468531468531,2021-10-14 00:00:00,0,1,19,18
0.0,0,2021-10-20 00:00:00,280.0,0,12,55.68,0,31.0,0.1180722891566265,2021-11-20 00:00:00,0,1,29,15
0.0,0,2021-10-15,268.97,0,12,33.0,0,39.0,-0.1379310344827586,2021-11-23,0,1,2,3
0.0,0,2021-10-29,300.0,0,12,28.08,0,17.0,-0.1552346570397113,2021-11-15,0,1,9,2
0.0,0,2021-10-05,370.0,0,12,45.6,0,28.0,-0.2988929889298893,2021-11-02,0,1,14,20
0.0,0,2021-10-15,350.0,0,12,73.44,0,0.0,0.2239999999999999,2021-10-15,0,1,14,21
0.0,0,2021-12-02 00:00:00,500.0,0,12,60.72,0,2.0,0.1048034934497816,2021-12-04 00:00:00,0,1,19,18
0.0,0,2021-10-21,227.87,0,12,49.56,0,49.0,0.2553191489361704,2021-12-09,0,1,2,4
0.0,0,2021-09-19,300.0,0,12,45.48,0,23.0,0.0797720797720797,2021-10-12,0,1,8,9
0.0,0,2021-12-06,179.0,0,12,53.04,0,0.0,-0.0555555555555555,2021-12-06,0,1,15,21
0.0,0,2021-09-20,300.0,1,12,26.16,0,21.0,-0.2129963898916968,2021-10-11,0,1,21,17
0.0,0,2021-11-26,384.58,0,12,65.52,0,6.0,0.221476510067114,2021-12-02,0,1,2,9
0.0,0,2021-11-05,300.0,0,12,50.64,0,20.0,0.1689750692520775,2021-11-25,0,1,29,9
1101.86,5,2021-11-26 00:00:00,499.0,1,12,39.0,1,14.0,-0.2903930131004367,2021-12-10 00:00:00,2,1,19,18
83.39,1,2021-12-03 00:00:00,169.99,1,12,41.64,1,10.0,0.1722972972972972,2021-12-13 00:00:00,1,1,6,18
0.0,0,2020-12-08,300.0,1,12,56.52,0,328.0,0.0064102564102565,2021-11-01,0,1,13,21
0.0,0,2021-12-06 00:00:00,499.0,1,12,60.96,0,1.0,0.0854700854700855,2021-12-07 00:00:00,0,1,13,21
0.0,0,2020-12-10 00:00:00,508.0,1,12,46.56,0,366.0,0.074792243767313,2021-12-11 00:00:00,0,1,29,9
0.0,0,2021-11-10,445.49,1,12,51.0,0,0.0,-0.0427927927927928,2021-11-10,0,1,23,18
0.0,0,2021-11-01,200.0,0,12,38.76,0,9.0,0.2519379844961239,2021-11-10,0,1,8,2
0.0,0,2021-10-08,300.0,1,12,70.2,0,0.0,0.2500000000000001,2021-10-08,0,1,15,21
0.0,0,2021-11-02,150.0,0,12,33.72,0,1.0,0.2600896860986545,2021-11-03,0,1,22,2
163.59,1,2021-09-13 00:00:00,249.0,0,12,30.96,0,40.0,-0.1912225705329153,2021-10-23 00:00:00,0,1,2,3
0.0,0,2021-11-16,599.99,0,12,66.96,0,4.0,0.1387755102040815,2021-11-20,0,1,0,21
0.0,0,2021-07-01 00:00:00,509.99,1,12,33.0,1,153.0,-0.1641337386018236,2021-12-01 00:00:00,1,1,14,1
0.0,0,2021-11-19 00:00:00,300.0,0,12,43.56,0,6.0,0.0055401662049861,2021-11-25 00:00:00,0,1,2,1
0.0,0,2021-11-17 00:00:00,258.98,1,12,50.28,0,9.0,-0.1047008547008546,2021-11-26 00:00:00,0,1,15,21
64.71,1,2021-11-11,279.48,0,12,47.76,0,11.0,0.209726443768997,2021-11-22,0,1,14,15
0.0,0,2021-11-19,229.0,0,12,51.96,0,1.0,-0.0747863247863247,2021-11-20,0,1,14,21
100.53,2,2021-10-07,300.0,0,12,27.12,0,35.0,-0.1240310077519379,2021-11-11,0,1,8,12
0.0,0,2021-08-10,359.0,0,12,38.16,0,67.0,-0.2128712871287129,2021-10-16,0,1,14,3
0.0,0,2021-11-25,300.0,0,12,39.48,0,3.0,-0.297008547008547,2021-11-28,0,1,7,21
0.0,0,2021-11-22,300.0,0,12,47.64,0,7.0,0.0997229916897507,2021-11-29,0,1,29,9
54.17,1,2021-11-09 00:00:00,740.0,1,12,30.0,1,1.0,-0.2401215805471124,2021-11-10 00:00:00,1,1,14,1
0.0,0,2021-10-27,293.28,0,12,38.4,0,7.0,-0.0883190883190883,2021-11-03,0,1,2,9
0.0,0,2021-12-01,419.0,0,12,45.72,0,1.0,0.1580547112462006,2021-12-02,0,1,14,1
0.0,0,2021-10-08 00:00:00,499.0,0,12,61.56,1,4.0,0.1476510067114094,2021-10-12 00:00:00,3,1,29,15
0.0,0,2021-11-03,326.04,1,12,34.08,0,8.0,-0.1367781155015197,2021-11-11,0,1,15,1
0.0,0,2021-11-11,549.0,0,12,78.36,1,1.0,0.0775577557755775,2021-11-12,1,1,19,20
